Player,Age,Born,Pos,Nation,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Sh,SoT,Avg_Sh_Dist,FK,Pas_TotDist,Pas_PrgDist,Cmp_S,Att_S,Cmp_M,Att_M,Cmp_L,Att_L,KP,Pas_A3,PPA,CrsPA,2CrdY,Fls,Fld,Off,Crs,PKwon,PKcon,OG,Recov,AD_Won,AD_Lost,Touches,Tch_DP,Tch_D3,Tch_M3,Tch_A3,Tch_AP,Live,Dr_Succ,Dr_Att,Num_Dr_Past,Megs,Carries,Cr_TotDist,Cr_PrgDist,Cr_Prog,Cr_A3,CPA,Mis,Dis,Targ,Rec,Prog_Pas_Rec,TklW,Tkl_D3,Tkl_M3,Tkl_A3,Tkl_VD,Past,Press,Press_Succ,Pr_D3,Pr_M3,Pr_A3,Blocks,Blk_Sh,ShSv,Blk_Pass,Int,Clr,Err
Giovani dos Santos,29.0,1989.0,MF,Mexico,1.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,0,1,1,2,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,0.0,1.0,3.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,3.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Go Yo-han,30.0,1988.0,MF,Korea,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,4,2,2,1,1,0,0,1,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,2.0,3.0,4.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,3.0,9.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Gonzalo Higuaín,30.0,1987.0,FW,Argentina,3.0,1.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,15.1,0.0,526,41,14,15,15,17,2,2,1,0,0,0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,4.0,53.0,1.0,4.0,24.0,27.0,5.0,49.0,0.0,1.0,0.0,0.0,35.0,249.0,72.0,4.0,1.0,0.0,6.0,1.0,77.0,38.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,5.0,1.0,8.0,14.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0
Gonçalo Guedes,21.0,1996.0,FW,Portugal,4.0,3.0,243.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,18.4,0.0,753,159,27,30,19,24,3,4,1,3,1,0,0.0,3.0,7.0,2.0,1.0,0.0,0.0,0.0,8.0,1.0,3.0,95.0,1.0,14.0,41.0,48.0,10.0,94.0,0.0,2.0,0.0,0.0,70.0,503.0,335.0,12.0,6.0,0.0,5.0,7.0,112.0,77.0,24.0,1.0,1.0,1.0,1.0,0.0,5.0,43.0,12.0,8.0,27.0,8.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
Granit Xhaka,25.0,1992.0,MF,Switzerland,4.0,4.0,360.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,34.2,0.0,6874,1495,89,95,147,154,70,91,3,37,1,1,0.0,7.0,4.0,0.0,1.0,0.0,0.0,0.0,44.0,3.0,2.0,381.0,10.0,106.0,259.0,45.0,0.0,371.0,2.0,3.0,2.0,0.0,282.0,1487.0,708.0,16.0,7.0,0.0,4.0,2.0,299.0,291.0,7.0,3.0,4.0,2.0,0.0,2.0,11.0,58.0,13.0,20.0,26.0,12.0,5.0,2.0,0.0,3.0,3.0,5.0,0.0
Grzegorz Krychowiak,28.0,1990.0,MF,Poland,3.0,3.0,270.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,5.5,0.0,3350,831,47,52,71,78,30,47,2,17,1,0,0.0,4.0,8.0,0.0,2.0,0.0,0.0,0.0,31.0,3.0,4.0,208.0,3.0,50.0,155.0,19.0,5.0,204.0,1.0,1.0,1.0,0.0,142.0,749.0,413.0,11.0,0.0,0.0,3.0,3.0,148.0,138.0,2.0,3.0,3.0,2.0,0.0,2.0,3.0,45.0,14.0,12.0,28.0,5.0,3.0,1.0,0.0,2.0,5.0,3.0,2.0
Guillermo Varela,25.0,1993.0,DF,Uruguay,2.0,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1706,531,48,53,47,52,7,9,4,7,3,0,0.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,13.0,1.0,2.0,130.0,3.0,26.0,76.0,35.0,0.0,115.0,1.0,1.0,1.0,0.0,83.0,301.0,171.0,6.0,2.0,0.0,3.0,2.0,96.0,88.0,7.0,3.0,3.0,2.0,0.0,2.0,3.0,29.0,10.0,16.0,9.0,4.0,3.0,1.0,0.0,2.0,0.0,2.0,0.0
Gustav Svensson,31.0,1987.0,MF,Sweden,3.0,1.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393,113,8,11,8,9,4,6,2,3,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,3.0,37.0,9.0,19.0,15.0,5.0,0.0,37.0,0.0,0.0,0.0,0.0,17.0,98.0,40.0,3.0,1.0,0.0,0.0,0.0,17.0,14.0,1.0,3.0,1.0,2.0,0.0,1.0,1.0,43.0,12.0,26.0,17.0,0.0,3.0,2.0,0.0,1.0,0.0,6.0,0.0
Gylfi Sigurðsson,28.0,1989.0,MF,Iceland,3.0,3.0,270.0,1.0,0.0,1.0,2.0,0.0,0.0,8.0,4.0,24.2,2.0,1389,521,30,39,25,33,14,30,7,13,2,1,0.0,6.0,5.0,0.0,15.0,0.0,0.0,0.0,24.0,0.0,0.0,157.0,2.0,27.0,72.0,67.0,17.0,132.0,9.0,12.0,9.0,0.0,103.0,501.0,237.0,12.0,3.0,3.0,4.0,10.0,104.0,84.0,19.0,4.0,5.0,2.0,1.0,3.0,7.0,128.0,24.0,33.0,66.0,29.0,4.0,0.0,0.0,4.0,5.0,0.0,0.0
Gōtoku Sakai,27.0,1991.0,MF,Japan,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,23.0,0.0,200,56,10,11,3,5,1,1,1,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,27.0,1.0,6.0,10.0,13.0,2.0,26.0,0.0,0.0,0.0,0.0,17.0,58.0,9.0,1.0,1.0,0.0,2.0,5.0,28.0,23.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,21.0,2.0,2.0,18.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
Hakim Ziyech,25.0,1993.0,FW,Morocco,3.0,3.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,19.5,1.0,1873,559,47,53,21,27,19,37,6,9,1,1,0.0,8.0,4.0,0.0,14.0,0.0,0.0,0.0,18.0,1.0,0.0,180.0,3.0,17.0,82.0,90.0,8.0,161.0,5.0,17.0,6.0,0.0,118.0,499.0,273.0,18.0,5.0,1.0,4.0,4.0,144.0,116.0,14.0,2.0,2.0,1.0,2.0,2.0,3.0,76.0,18.0,25.0,30.0,21.0,8.0,0.0,0.0,8.0,7.0,0.0,0.0
Hamdi Nagguez,25.0,1992.0,DF,Tunisia,2.0,1.0,157.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,9.2,0.0,1341,440,39,43,33,44,6,11,3,6,2,1,0.0,3.0,2.0,0.0,6.0,0.0,0.0,0.0,11.0,3.0,1.0,112.0,3.0,29.0,55.0,41.0,3.0,98.0,3.0,5.0,3.0,0.0,70.0,526.0,361.0,17.0,7.0,0.0,2.0,0.0,92.0,76.0,10.0,2.0,4.0,0.0,0.0,2.0,1.0,23.0,8.0,15.0,6.0,2.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0
Haris Seferović,26.0,1992.0,FW,Switzerland,3.0,2.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,0.0,156,11,0,4,6,8,1,5,0,0,0,0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,29.0,5.0,5.0,9.0,16.0,3.0,29.0,1.0,1.0,1.0,0.0,19.0,59.0,14.0,1.0,1.0,1.0,3.0,0.0,66.0,22.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,28.0,10.0,2.0,14.0,12.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0
Harold Cummings,26.0,1992.0,DF,Panama,1.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220,93,3,3,5,5,2,6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,19.0,3.0,12.0,7.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,12.0,75.0,25.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Harry Kane,24.0,1993.0,FW,England,6.0,6.0,572.0,6.0,0.0,3.0,3.0,0.0,0.0,11.0,3.0,17.4,0.0,1765,474,47,72,35,46,13,27,2,12,6,0,0.0,4.0,23.0,4.0,3.0,1.0,0.0,0.0,30.0,15.0,10.0,205.0,2.0,8.0,82.0,129.0,24.0,200.0,2.0,5.0,3.0,1.0,125.0,612.0,289.0,17.0,10.0,0.0,7.0,8.0,252.0,152.0,52.0,1.0,0.0,1.0,0.0,0.0,3.0,115.0,28.0,6.0,48.0,61.0,4.0,1.0,0.0,3.0,2.0,2.0,0.0
Harry Maguire,25.0,1993.0,DF,England,7.0,6.0,645.0,1.0,1.0,0.0,0.0,2.0,0.0,11.0,3.0,10.7,0.0,7364,2343,144,162,181,192,53,71,5,31,4,0,0.0,7.0,5.0,0.0,4.0,0.0,0.0,0.0,83.0,28.0,6.0,488.0,27.0,163.0,288.0,79.0,22.0,481.0,3.0,5.0,3.0,0.0,335.0,2080.0,1116.0,42.0,16.0,0.0,3.0,2.0,363.0,353.0,17.0,1.0,0.0,5.0,0.0,3.0,2.0,37.0,14.0,19.0,13.0,5.0,11.0,5.0,0.0,6.0,6.0,14.0,0.0
Hattan Bahebri,25.0,1992.0,MF,Saudi,3.0,2.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,22.5,0.0,716,119,35,39,15,19,2,5,0,3,0,0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,11.0,0.0,0.0,85.0,1.0,8.0,29.0,52.0,8.0,82.0,2.0,6.0,3.0,0.0,63.0,412.0,188.0,14.0,2.0,2.0,2.0,0.0,80.0,64.0,13.0,1.0,0.0,0.0,1.0,0.0,2.0,37.0,5.0,5.0,23.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Henrik Dalsgaard,28.0,1989.0,DF,Denmark,4.0,4.0,390.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,27.2,0.0,3099,1334,34,44,68,92,30,55,2,12,2,2,0.0,8.0,1.0,0.0,4.0,0.0,0.0,0.0,44.0,8.0,4.0,235.0,18.0,80.0,116.0,52.0,0.0,188.0,1.0,1.0,1.0,1.0,105.0,443.0,229.0,10.0,3.0,0.0,1.0,0.0,116.0,99.0,4.0,7.0,9.0,1.0,1.0,3.0,3.0,38.0,16.0,22.0,13.0,3.0,7.0,2.0,0.0,5.0,7.0,11.0,0.0
Hiroki Sakai,28.0,1990.0,DF,Japan,4.0,4.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12.1,0.0,2368,945,63,71,65,82,10,27,2,15,3,2,0.0,2.0,4.0,1.0,6.0,0.0,0.0,0.0,33.0,10.0,7.0,226.0,11.0,53.0,126.0,59.0,5.0,199.0,2.0,4.0,2.0,1.0,126.0,681.0,422.0,18.0,6.0,1.0,4.0,0.0,152.0,136.0,8.0,2.0,4.0,2.0,1.0,3.0,3.0,58.0,19.0,31.0,21.0,6.0,2.0,0.0,0.0,2.0,4.0,12.0,0.0
Hirving Lozano,22.0,1995.0,FW,Mexico,4.0,4.0,315.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,2.0,18.7,0.0,1083,239,38,42,27,34,4,8,6,3,5,1,0.0,7.0,16.0,1.0,4.0,0.0,0.0,0.0,16.0,1.0,1.0,154.0,2.0,19.0,59.0,89.0,19.0,153.0,14.0,24.0,16.0,2.0,132.0,877.0,554.0,33.0,6.0,5.0,7.0,6.0,136.0,109.0,36.0,3.0,2.0,3.0,0.0,1.0,3.0,67.0,19.0,18.0,31.0,18.0,5.0,0.0,0.0,5.0,8.0,0.0,0.0
Hong Chul,27.0,1990.0,DF,Korea,2.0,1.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,486,277,5,5,11,13,5,16,1,1,1,0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,13.0,0.0,0.0,45.0,9.0,26.0,15.0,5.0,0.0,40.0,1.0,2.0,1.0,0.0,26.0,85.0,48.0,0.0,0.0,0.0,1.0,0.0,19.0,18.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,38.0,10.0,31.0,6.0,1.0,3.0,0.0,0.0,3.0,2.0,3.0,0.0
Hotaru Yamaguchi,27.0,1990.0,MF,Japan,3.0,1.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1509,453,44,45,42,48,4,5,0,7,1,0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,105.0,2.0,13.0,90.0,5.0,0.0,105.0,0.0,0.0,0.0,0.0,71.0,304.0,128.0,8.0,0.0,0.0,1.0,0.0,91.0,89.0,3.0,2.0,0.0,1.0,1.0,2.0,4.0,25.0,7.0,11.0,10.0,4.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0
Hugo Ayala,31.0,1987.0,DF,Mexico,2.0,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,1387,463,8,9,31,34,16,25,0,5,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,87.0,16.0,62.0,32.0,1.0,1.0,87.0,0.0,0.0,0.0,0.0,51.0,300.0,196.0,3.0,0.0,0.0,0.0,0.0,53.0,50.0,0.0,2.0,3.0,0.0,0.0,0.0,4.0,18.0,6.0,14.0,2.0,2.0,3.0,2.0,0.0,1.0,3.0,8.0,0.0
Hussain Al Moqahwi,30.0,1988.0,MF,Saudi,2.0,1.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,21.6,0.0,1706,284,49,51,43,46,8,10,2,8,0,0,0.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,11.0,0.0,1.0,124.0,1.0,11.0,75.0,53.0,3.0,124.0,1.0,2.0,1.0,0.0,109.0,657.0,341.0,14.0,10.0,0.0,1.0,0.0,114.0,102.0,7.0,3.0,1.0,1.0,2.0,1.0,1.0,31.0,6.0,9.0,17.0,5.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0
Hwang Hee-chan,22.0,1996.0,FW,Korea,3.0,2.0,203.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,15.5,0.0,213,103,10,12,4,11,1,3,2,1,0,0,0.0,5.0,6.0,0.0,4.0,0.0,0.0,0.0,8.0,1.0,2.0,69.0,3.0,16.0,24.0,33.0,8.0,69.0,6.0,11.0,6.0,3.0,51.0,211.0,102.0,6.0,1.0,2.0,4.0,2.0,65.0,39.0,6.0,4.0,2.0,3.0,2.0,3.0,4.0,49.0,8.0,15.0,22.0,12.0,4.0,1.0,0.0,3.0,3.0,1.0,0.0
Héctor Herrera,28.0,1990.0,MF,Mexico,4.0,4.0,360.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,2.0,22.4,0.0,3622,895,78,89,71,76,30,38,2,24,7,2,0.0,14.0,7.0,1.0,6.0,0.0,0.0,0.0,34.0,3.0,2.0,274.0,11.0,45.0,162.0,92.0,4.0,269.0,11.0,20.0,12.0,0.0,216.0,1256.0,616.0,29.0,11.0,0.0,4.0,7.0,213.0,196.0,22.0,7.0,7.0,3.0,0.0,2.0,8.0,110.0,28.0,55.0,44.0,11.0,11.0,2.0,0.0,9.0,4.0,0.0,0.0
Héctor Moreno,30.0,1988.0,DF,Mexico,3.0,3.0,270.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,9.5,0.0,2688,904,32,39,72,74,19,31,2,12,0,0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,28.0,3.0,4.0,161.0,7.0,71.0,99.0,6.0,2.0,156.0,0.0,0.0,0.0,0.0,109.0,801.0,468.0,15.0,1.0,0.0,1.0,0.0,110.0,106.0,2.0,3.0,3.0,0.0,0.0,2.0,0.0,12.0,7.0,8.0,3.0,1.0,3.0,2.0,0.0,1.0,2.0,3.0,0.0
Hörður Magnússon,25.0,1993.0,DF,Iceland,3.0,3.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.6,0.0,803,313,19,29,15,33,7,28,0,2,1,0,0.0,4.0,0.0,0.0,4.0,0.0,1.0,0.0,27.0,5.0,6.0,126.0,18.0,48.0,51.0,31.0,4.0,109.0,2.0,2.0,2.0,0.0,50.0,250.0,135.0,3.0,0.0,0.0,1.0,3.0,72.0,58.0,8.0,4.0,3.0,1.0,0.0,2.0,3.0,41.0,8.0,21.0,13.0,7.0,7.0,3.0,0.0,4.0,3.0,9.0,0.0
Iago Aspas,30.0,1987.0,FW,Spain,3.0,0.0,72.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,13.1,0.0,302,82,12,16,8,10,1,2,4,1,1,0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,38.0,0.0,3.0,12.0,26.0,9.0,35.0,0.0,0.0,0.0,0.0,24.0,131.0,103.0,6.0,0.0,2.0,1.0,2.0,45.0,28.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,6.0,1.0,7.0,8.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
Ian Smith,20.0,1998.0,DF,Costa,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Idrissa Gana Gueye,28.0,1989.0,MF,Senegal,3.0,3.0,270.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,24.9,0.0,2094,574,62,64,44,51,12,20,0,12,0,0,0.0,5.0,3.0,0.0,1.0,0.0,0.0,0.0,34.0,3.0,1.0,165.0,5.0,45.0,104.0,29.0,0.0,159.0,1.0,1.0,1.0,0.0,98.0,570.0,280.0,12.0,2.0,0.0,2.0,1.0,105.0,99.0,2.0,7.0,4.0,3.0,0.0,3.0,3.0,78.0,19.0,24.0,43.0,11.0,9.0,0.0,0.0,9.0,3.0,3.0,0.0
Igor Smolnikov,29.0,1988.0,MF,Russia,1.0,1.0,35.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,153,72,2,3,6,6,0,2,0,3,0,0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,15.0,0.0,5.0,10.0,4.0,0.0,14.0,0.0,0.0,0.0,0.0,11.0,82.0,60.0,2.0,1.0,0.0,1.0,0.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ilya Kutepov,24.0,1993.0,DF,Russia,5.0,5.0,510.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,3039,1165,31,42,50,63,35,58,1,14,1,1,0.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,48.0,11.0,6.0,227.0,41.0,134.0,100.0,5.0,1.0,222.0,0.0,0.0,0.0,0.0,92.0,529.0,215.0,1.0,0.0,0.0,2.0,1.0,113.0,107.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,24.0,10.0,21.0,2.0,1.0,12.0,5.0,0.0,7.0,10.0,31.0,0.0
Isaac Kiese Thelin,25.0,1992.0,FW,Sweden,4.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,44,4,8,4,6,1,2,0,1,0,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,25.0,2.0,9.0,11.0,5.0,2.0,24.0,0.0,0.0,0.0,0.0,12.0,58.0,47.0,1.0,0.0,0.0,3.0,1.0,22.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,4.0,9.0,10.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
Isco,26.0,1992.0,MF,Spain,4.0,4.0,390.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,19.3,1.0,6810,1369,211,221,154,178,36,51,10,27,14,3,0.0,1.0,20.0,3.0,25.0,0.0,0.0,0.0,16.0,2.0,1.0,541.0,1.0,30.0,262.0,297.0,20.0,510.0,30.0,41.0,32.0,1.0,459.0,2859.0,1532.0,94.0,29.0,5.0,9.0,7.0,507.0,473.0,44.0,2.0,1.0,0.0,3.0,2.0,3.0,79.0,22.0,22.0,30.0,27.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0
Ismael Díaz,21.0,1997.0,FW,Panama,1.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,21,5,5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,7.0,6.0,0.0,12.0,0.0,2.0,0.0,0.0,9.0,26.0,20.0,1.0,1.0,0.0,2.0,1.0,14.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Ismaila Sarr,20.0,1998.0,FW,Senegal,3.0,3.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,15.9,0.0,664,328,32,37,15,20,1,6,1,4,3,0,0.0,4.0,6.0,1.0,8.0,0.0,0.0,0.0,13.0,2.0,1.0,102.0,4.0,16.0,43.0,54.0,9.0,101.0,3.0,9.0,5.0,0.0,82.0,653.0,489.0,24.0,7.0,4.0,5.0,4.0,101.0,81.0,21.0,1.0,1.0,0.0,1.0,1.0,1.0,71.0,17.0,25.0,34.0,12.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0
Ivan Perišić,29.0,1989.0,FW,Croatia,7.0,7.0,629.0,3.0,1.0,0.0,0.0,0.0,0.0,24.0,4.0,16.2,2.0,2541,712,61,81,51,73,19,43,6,7,6,4,0.0,6.0,3.0,3.0,27.0,0.0,1.0,0.0,33.0,5.0,11.0,277.0,10.0,44.0,108.0,149.0,30.0,268.0,4.0,6.0,5.0,1.0,169.0,1209.0,729.0,42.0,11.0,6.0,9.0,7.0,307.0,200.0,45.0,7.0,5.0,4.0,1.0,2.0,8.0,137.0,33.0,28.0,65.0,44.0,7.0,3.0,0.0,4.0,5.0,5.0,0.0
Ivan Rakitić,30.0,1988.0,MF,Croatia,7.0,6.0,640.0,1.0,0.0,0.0,0.0,1.0,0.0,15.0,4.0,23.2,3.0,7692,2176,114,129,148,174,78,111,10,45,8,1,0.0,11.0,19.0,1.0,10.0,0.0,0.0,0.0,80.0,5.0,6.0,508.0,12.0,108.0,319.0,121.0,9.0,485.0,6.0,10.0,6.0,0.0,329.0,1869.0,1001.0,40.0,12.0,0.0,10.0,6.0,399.0,357.0,29.0,6.0,6.0,4.0,3.0,3.0,7.0,134.0,31.0,26.0,76.0,32.0,12.0,2.0,0.0,10.0,2.0,3.0,0.0
Ivan Strinić,30.0,1987.0,DF,Croatia,6.0,6.0,508.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3474,1334,94,110,101,130,13,38,3,12,5,2,0.0,11.0,7.0,0.0,10.0,0.0,0.0,0.0,62.0,4.0,5.0,344.0,14.0,110.0,159.0,104.0,4.0,297.0,5.0,9.0,6.0,0.0,203.0,1164.0,694.0,42.0,14.0,1.0,5.0,2.0,202.0,191.0,8.0,2.0,1.0,3.0,1.0,2.0,13.0,58.0,19.0,37.0,12.0,9.0,4.0,1.0,0.0,3.0,4.0,16.0,0.0
Jacek Góralski,25.0,1992.0,MF,Poland,2.0,2.0,180.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,35.2,0.0,1029,177,29,33,17,19,10,15,0,6,0,0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,4.0,93.0,3.0,21.0,65.0,11.0,0.0,92.0,1.0,2.0,1.0,0.0,51.0,232.0,81.0,6.0,2.0,0.0,0.0,0.0,57.0,52.0,0.0,7.0,5.0,7.0,0.0,2.0,5.0,97.0,31.0,32.0,59.0,6.0,5.0,1.0,0.0,4.0,3.0,1.0,0.0
Jackson Irvine,25.0,1993.0,MF,Australia,3.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150,76,5,8,2,4,2,2,1,2,1,1,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,5.0,1.0,0.0,23.0,0.0,5.0,11.0,8.0,1.0,23.0,0.0,0.0,0.0,0.0,12.0,83.0,38.0,3.0,1.0,0.0,1.0,0.0,22.0,11.0,3.0,1.0,2.0,0.0,1.0,0.0,1.0,20.0,4.0,4.0,11.0,5.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0
Jakub Błaszczykowski,32.0,1985.0,FW,Poland,1.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108,18,3,5,2,2,1,2,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,3.0,5.0,5.0,1.0,13.0,1.0,2.0,1.0,0.0,10.0,29.0,6.0,0.0,0.0,0.0,1.0,0.0,21.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,2.0,5.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
James Rodríguez,26.0,1991.0,FW,Colombia,3.0,2.0,152.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,22.6,1.0,1427,459,38,46,34,40,9,15,4,11,0,0,0.0,4.0,2.0,1.0,4.0,0.0,0.0,0.0,15.0,1.0,3.0,121.0,1.0,21.0,62.0,51.0,4.0,114.0,8.0,12.0,9.0,0.0,102.0,461.0,198.0,11.0,4.0,0.0,2.0,0.0,113.0,89.0,17.0,3.0,2.0,2.0,0.0,1.0,2.0,56.0,8.0,21.0,29.0,6.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0
