Player,Pos,Nation,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Sh,SoT,Avg_Sh_Dist,FK,Pas_TotDist,Pas_PrgDist,Cmp_S,Att_S,Cmp_M,Att_M,Cmp_L,Att_L,KP,Pas_A3,PPA,CrsPA,2CrdY,Fls,Fld,Off,Crs,PKwon,PKcon,OG,Recov,AD_Won,AD_Lost,Touches,Tch_DP,Tch_D3,Tch_M3,Tch_A3,Tch_AP,Live,Dr_Succ,Dr_Att,Num_Dr_Past,Megs,Carries,Cr_TotDist,Cr_PrgDist,Cr_Prog,Cr_A3,CPA,Mis,Dis,Targ,Rec,Prog_Pas_Rec,TklW,Tkl_D3,Tkl_M3,Tkl_A3,Tkl_VD,Past,Press,Press_Succ,Pr_D3,Pr_M3,Pr_A3,Blocks,Blk_Sh,ShSv,Blk_Pass,Int,Clr,Err
Mykola Matviyenko,DF,Ukraine,24.0,1996.0,5.0,5.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7082,2208,120,123,173,181,54,70,0,31,0,0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,32.0,6.0,9.0,438.0,58.0,227.0,238.0,12.0,0.0,433.0,2.0,2.0,2.0,0.0,307.0,2075.0,1259.0,38.0,5.0,0.0,1.0,1.0,333.0,332.0,0.0,6.0,7.0,0.0,0.0,2.0,2.0,47.0,17.0,30.0,17.0,0.0,13.0,7.0,0.0,6.0,13.0,30.0,0.0
Kevin Mbabu,DF,Switzerland,25.0,1995.0,5.0,2.0,216.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,12.2,0.0,1398,515,24,30,30,41,12,19,3,8,4,1,0.0,6.0,5.0,0.0,6.0,0.0,0.0,0.0,12.0,5.0,7.0,134.0,8.0,36.0,71.0,37.0,9.0,114.0,3.0,6.0,3.0,1.0,76.0,431.0,308.0,12.0,4.0,1.0,4.0,1.0,82.0,72.0,4.0,6.0,6.0,3.0,1.0,7.0,4.0,50.0,13.0,25.0,14.0,11.0,6.0,2.0,0.0,4.0,6.0,8.0,0.0
Kylian Mbappé,FW,France,22.0,1998.0,4.0,4.0,390.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,3.0,16.5,2.0,1450,272,47,54,31,37,8,14,7,6,4,0,0.0,3.0,7.0,4.0,9.0,1.0,0.0,0.0,7.0,0.0,2.0,168.0,0.0,7.0,62.0,114.0,31.0,161.0,12.0,26.0,13.0,2.0,147.0,747.0,445.0,30.0,9.0,9.0,10.0,10.0,200.0,147.0,42.0,1.0,0.0,1.0,1.0,0.0,2.0,32.0,6.0,6.0,14.0,12.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0
John McGinn,MF,Scotland,26.0,1994.0,3.0,3.0,270.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,15.6,0.0,1264,305,26,29,36,39,6,12,2,10,2,0,0.0,4.0,9.0,0.0,1.0,0.0,0.0,0.0,23.0,6.0,4.0,126.0,3.0,15.0,73.0,44.0,11.0,124.0,5.0,7.0,6.0,0.0,72.0,313.0,144.0,6.0,0.0,0.0,4.0,6.0,94.0,74.0,12.0,5.0,3.0,2.0,2.0,3.0,4.0,77.0,24.0,19.0,40.0,18.0,1.0,0.0,0.0,1.0,9.0,3.0,0.0
Callum McGregor,MF,Scotland,27.0,1993.0,3.0,2.0,204.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,21.1,0.0,1581,248,32,33,42,44,10,12,2,8,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,107.0,0.0,23.0,71.0,22.0,0.0,104.0,1.0,4.0,2.0,0.0,86.0,460.0,232.0,5.0,2.0,0.0,1.0,2.0,82.0,76.0,2.0,1.0,1.0,1.0,0.0,1.0,6.0,52.0,9.0,17.0,31.0,4.0,3.0,0.0,0.0,3.0,5.0,1.0,0.0
Scott McKenna,DF,Scotland,24.0,1996.0,1.0,0.0,58.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,331,80,3,3,7,9,4,5,0,1,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,23.0,1.0,11.0,12.0,2.0,1.0,23.0,0.0,0.0,0.0,0.0,12.0,45.0,8.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,2.0,5.0,3.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0
Scott McTominay,DF,Scotland,24.0,1996.0,3.0,3.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,9.9,0.0,2049,774,45,50,48,51,11,15,0,7,0,0,0.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,27.0,6.0,4.0,159.0,11.0,56.0,100.0,17.0,5.0,151.0,3.0,7.0,5.0,0.0,109.0,738.0,454.0,14.0,5.0,0.0,2.0,2.0,100.0,93.0,1.0,3.0,4.0,2.0,0.0,3.0,0.0,49.0,13.0,23.0,20.0,6.0,7.0,1.0,0.0,6.0,8.0,6.0,0.0
Admir Mehmedi,FW,Switzerland,29.0,1991.0,2.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,14.4,0.0,262,74,14,17,4,4,1,1,0,2,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,35.0,0.0,2.0,17.0,16.0,3.0,32.0,0.0,0.0,0.0,0.0,19.0,65.0,18.0,1.0,0.0,0.0,1.0,2.0,24.0,19.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,20.0,6.0,5.0,8.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Chris Mepham,DF,Wales,23.0,1997.0,3.0,3.0,270.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,14.0,0.0,1873,646,13,15,44,44,20,28,0,7,0,0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,11.0,9.0,128.0,27.0,85.0,47.0,2.0,2.0,128.0,0.0,0.0,0.0,0.0,61.0,316.0,184.0,2.0,0.0,0.0,0.0,1.0,65.0,65.0,0.0,4.0,6.0,1.0,0.0,4.0,0.0,33.0,11.0,22.0,11.0,0.0,9.0,6.0,0.0,3.0,4.0,20.0,0.0
Umut Meraş,DF,Turkey,25.0,1995.0,2.0,2.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,0.0,1045,457,27,31,25,30,7,9,0,3,2,1,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,13.0,5.0,5.0,87.0,4.0,35.0,45.0,14.0,1.0,79.0,1.0,1.0,1.0,0.0,51.0,178.0,117.0,4.0,3.0,0.0,2.0,1.0,61.0,53.0,4.0,0.0,1.0,0.0,0.0,1.0,2.0,28.0,7.0,18.0,9.0,1.0,5.0,0.0,0.0,5.0,1.0,4.0,0.0
Dries Mertens,MF,Belgium,33.0,1987.0,4.0,2.0,181.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,7.3,0.0,457,160,14,20,13,19,1,5,1,3,1,0,0.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,2.0,66.0,1.0,16.0,29.0,26.0,4.0,63.0,0.0,2.0,0.0,0.0,44.0,178.0,116.0,5.0,1.0,0.0,2.0,3.0,58.0,41.0,6.0,4.0,1.0,2.0,1.0,0.0,5.0,47.0,9.0,10.0,24.0,13.0,2.0,1.0,0.0,1.0,3.0,1.0,0.0
Thomas Meunier,DF,Belgium,29.0,1991.0,5.0,3.0,329.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,23.3,0.0,3016,1059,84,93,62,80,20,44,3,7,1,0,0.0,2.0,3.0,0.0,8.0,0.0,0.0,0.0,31.0,11.0,4.0,266.0,22.0,89.0,119.0,75.0,5.0,233.0,4.0,8.0,6.0,0.0,162.0,787.0,418.0,16.0,7.0,0.0,1.0,2.0,172.0,159.0,10.0,5.0,6.0,3.0,0.0,5.0,5.0,43.0,11.0,24.0,14.0,5.0,6.0,1.0,0.0,5.0,9.0,13.0,0.0
Tyrone Mings,DF,England,27.0,1993.0,3.0,2.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2682,796,23,23,67,67,25,35,1,3,0,0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,4.0,151.0,17.0,81.0,74.0,4.0,3.0,149.0,0.0,0.0,0.0,0.0,107.0,583.0,209.0,3.0,0.0,0.0,1.0,0.0,114.0,114.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,9.0,5.0,5.0,4.0,0.0,2.0,1.0,0.0,1.0,7.0,15.0,0.0
Aleksei Miranchuk,MF,Russia,25.0,1995.0,3.0,2.0,172.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,16.8,1.0,738,169,22,25,21,24,2,6,4,5,5,0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,15.0,2.0,4.0,81.0,1.0,8.0,36.0,41.0,6.0,72.0,2.0,6.0,2.0,1.0,61.0,279.0,143.0,4.0,1.0,0.0,3.0,5.0,76.0,53.0,10.0,1.0,0.0,1.0,1.0,1.0,1.0,31.0,12.0,2.0,16.0,13.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
Jakub Moder,MF,Poland,21.0,1999.0,2.0,1.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,384,128,4,5,5,7,5,10,1,2,0,0,0.0,6.0,1.0,0.0,1.0,0.0,1.0,0.0,6.0,2.0,1.0,35.0,2.0,11.0,18.0,8.0,0.0,29.0,2.0,3.0,2.0,0.0,18.0,82.0,27.0,2.0,0.0,0.0,0.0,1.0,16.0,13.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,34.0,5.0,10.0,20.0,4.0,2.0,0.0,0.0,2.0,0.0,5.0,0.0
Luka Modrić,MF,Croatia,35.0,1985.0,4.0,4.0,383.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,25.9,0.0,4992,1458,106,118,95,100,43,60,6,22,4,1,0.0,3.0,5.0,0.0,2.0,0.0,0.0,0.0,27.0,1.0,4.0,319.0,5.0,83.0,198.0,61.0,5.0,298.0,7.0,9.0,7.0,3.0,241.0,1215.0,540.0,29.0,3.0,1.0,4.0,5.0,271.0,250.0,12.0,2.0,3.0,1.0,0.0,0.0,0.0,76.0,23.0,24.0,43.0,9.0,3.0,1.0,0.0,2.0,8.0,1.0,0.0
Kieffer Moore,FW,Wales,28.0,1992.0,4.0,3.0,288.0,1.0,0.0,0.0,0.0,2.0,0.0,6.0,2.0,8.7,0.0,465,67,22,29,6,11,3,7,0,2,1,0,0.0,5.0,9.0,0.0,1.0,0.0,0.0,0.0,16.0,20.0,21.0,96.0,7.0,13.0,46.0,37.0,11.0,96.0,0.0,1.0,0.0,0.0,42.0,129.0,47.0,3.0,0.0,0.0,17.0,3.0,146.0,69.0,12.0,0.0,0.0,0.0,0.0,0.0,3.0,50.0,12.0,3.0,32.0,15.0,1.0,0.0,0.0,1.0,1.0,7.0,0.0
Álvaro Morata,FW,Spain,28.0,1992.0,6.0,5.0,449.0,3.0,0.0,0.0,1.0,0.0,0.0,17.0,8.0,12.7,0.0,1899,144,62,73,28,34,16,18,4,3,3,0,0.0,10.0,17.0,4.0,2.0,0.0,0.0,0.0,32.0,6.0,11.0,219.0,4.0,14.0,99.0,120.0,40.0,215.0,3.0,9.0,3.0,1.0,140.0,556.0,242.0,15.0,6.0,6.0,11.0,8.0,252.0,158.0,58.0,6.0,2.0,2.0,6.0,1.0,1.0,99.0,31.0,4.0,40.0,55.0,4.0,1.0,0.0,3.0,3.0,2.0,0.0
Gerard Moreno,FW,Spain,28.0,1992.0,5.0,2.0,277.0,0.0,2.0,0.0,1.0,0.0,0.0,15.0,5.0,14.1,1.0,1386,304,60,68,29,37,5,12,3,3,7,0,0.0,2.0,6.0,0.0,10.0,1.0,0.0,0.0,21.0,7.0,5.0,179.0,0.0,10.0,55.0,119.0,32.0,178.0,4.0,9.0,4.0,1.0,121.0,437.0,210.0,14.0,3.0,4.0,4.0,8.0,175.0,136.0,24.0,3.0,1.0,1.0,2.0,3.0,2.0,32.0,16.0,6.0,13.0,13.0,5.0,1.0,0.0,4.0,5.0,0.0,0.0
Joe Morrell,MF,Wales,24.0,1997.0,4.0,4.0,298.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,0.0,2111,487,40,44,45,51,19,23,4,8,3,0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,18.0,6.0,3.0,149.0,13.0,53.0,87.0,18.0,0.0,142.0,0.0,0.0,0.0,0.0,89.0,537.0,246.0,5.0,2.0,0.0,1.0,2.0,104.0,94.0,1.0,5.0,5.0,1.0,0.0,4.0,7.0,90.0,20.0,42.0,37.0,11.0,5.0,2.0,2.0,3.0,7.0,8.0,0.0
Mason Mount,MF,England,22.0,1999.0,5.0,5.0,462.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,17.6,1.0,2285,688,77,81,43,53,15,26,9,7,7,0,0.0,6.0,12.0,0.0,10.0,0.0,0.0,0.0,24.0,0.0,7.0,237.0,3.0,14.0,106.0,129.0,17.0,210.0,3.0,9.0,3.0,1.0,164.0,771.0,442.0,22.0,9.0,3.0,9.0,6.0,206.0,164.0,26.0,4.0,3.0,2.0,3.0,2.0,5.0,119.0,28.0,23.0,55.0,41.0,9.0,1.0,0.0,8.0,1.0,0.0,0.0
João Moutinho,MF,Portugal,34.0,1986.0,4.0,2.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,25.2,0.0,1845,453,40,42,44,47,12,17,4,8,0,0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,11.0,1.0,2.0,125.0,0.0,12.0,82.0,36.0,0.0,115.0,0.0,1.0,1.0,0.0,88.0,278.0,129.0,7.0,2.0,0.0,4.0,0.0,103.0,98.0,7.0,2.0,0.0,2.0,1.0,0.0,1.0,28.0,5.0,1.0,21.0,6.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
Maksim Mukhin,MF,Russia,19.0,2001.0,3.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318,95,1,2,9,10,3,6,0,2,1,0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,28.0,2.0,6.0,18.0,5.0,0.0,28.0,0.0,0.0,0.0,0.0,16.0,147.0,46.0,4.0,0.0,0.0,0.0,0.0,13.0,13.0,1.0,3.0,3.0,4.0,0.0,3.0,1.0,21.0,7.0,9.0,10.0,2.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0
Mert Müldür,DF,Turkey,21.0,1999.0,2.0,1.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,18.2,0.0,758,256,21,25,20,23,3,6,1,3,1,1,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,5.0,1.0,2.0,83.0,6.0,19.0,35.0,38.0,7.0,75.0,3.0,4.0,3.0,0.0,54.0,204.0,154.0,8.0,2.0,1.0,2.0,2.0,60.0,53.0,6.0,3.0,1.0,4.0,1.0,1.0,1.0,13.0,4.0,4.0,5.0,4.0,1.0,0.0,0.0,1.0,5.0,2.0,0.0
Thomas Müller,MF,Germany,31.0,1989.0,4.0,3.0,292.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,16.3,1.0,1727,394,52,67,50,58,4,11,4,8,4,1,0.0,5.0,4.0,1.0,3.0,0.0,0.0,0.0,15.0,6.0,10.0,181.0,2.0,9.0,80.0,101.0,15.0,174.0,3.0,3.0,3.0,0.0,107.0,350.0,227.0,14.0,7.0,0.0,6.0,6.0,192.0,148.0,40.0,2.0,0.0,2.0,1.0,1.0,3.0,57.0,15.0,8.0,30.0,19.0,3.0,0.0,0.0,3.0,2.0,2.0,0.0
Jamal Musiala,MF,Germany,17.0,2003.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84,1,4,4,2,2,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,11.0,0.0,0.0,3.0,8.0,1.0,10.0,0.0,1.0,0.0,0.0,10.0,14.0,2.0,0.0,0.0,0.0,0.0,3.0,9.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Visar Musliu,DF,North,26.0,1994.0,3.0,3.0,265.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,2000,419,35,38,45,49,17,20,2,1,0,0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,11.0,2.0,135.0,15.0,82.0,57.0,3.0,2.0,132.0,0.0,0.0,0.0,0.0,68.0,394.0,181.0,6.0,0.0,1.0,0.0,0.0,79.0,78.0,0.0,2.0,3.0,1.0,0.0,2.0,3.0,38.0,13.0,26.0,10.0,2.0,8.0,1.0,0.0,7.0,7.0,12.0,0.0
Vitaliy Mykolenko,DF,Ukraine,21.0,1999.0,4.0,4.0,354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3080,712,79,87,81,92,14,24,1,3,2,1,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,24.0,3.0,1.0,259.0,13.0,92.0,118.0,56.0,4.0,226.0,0.0,3.0,0.0,1.0,153.0,559.0,279.0,9.0,2.0,1.0,4.0,5.0,171.0,162.0,3.0,7.0,8.0,1.0,2.0,5.0,3.0,41.0,20.0,18.0,17.0,6.0,7.0,0.0,0.0,7.0,11.0,9.0,0.0
Joakim Mæhle,DF,Denmark,23.0,1997.0,6.0,6.0,570.0,2.0,1.0,0.0,0.0,0.0,0.0,10.0,7.0,15.2,0.0,4350,1580,154,168,112,130,13,21,6,15,8,2,0.0,6.0,8.0,0.0,15.0,0.0,1.0,0.0,58.0,4.0,5.0,414.0,16.0,90.0,184.0,169.0,27.0,359.0,10.0,24.0,10.0,2.0,282.0,1705.0,1230.0,60.0,14.0,12.0,8.0,9.0,300.0,259.0,21.0,9.0,11.0,2.0,0.0,5.0,6.0,64.0,22.0,26.0,21.0,17.0,9.0,0.0,0.0,9.0,9.0,11.0,0.0
Ádám Nagy,MF,Hungary,25.0,1995.0,3.0,3.0,267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1568,502,43,49,35,39,9,14,1,3,0,0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,26.0,1.0,0.0,134.0,13.0,83.0,47.0,6.0,0.0,131.0,2.0,4.0,3.0,0.0,66.0,383.0,233.0,5.0,0.0,0.0,2.0,0.0,79.0,73.0,2.0,5.0,5.0,1.0,0.0,2.0,3.0,36.0,13.0,20.0,15.0,1.0,6.0,0.0,0.0,6.0,10.0,4.0,0.0
Loïc Nego,DF,Hungary,30.0,1991.0,3.0,2.0,206.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,24.5,0.0,800,418,29,34,20,23,2,4,1,1,1,0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,3.0,84.0,3.0,29.0,42.0,17.0,0.0,69.0,1.0,2.0,1.0,0.0,42.0,316.0,199.0,6.0,2.0,0.0,2.0,1.0,55.0,40.0,2.0,1.0,4.0,0.0,1.0,1.0,2.0,29.0,5.0,15.0,9.0,5.0,3.0,0.0,0.0,3.0,3.0,1.0,0.0
Rúben Neves,MF,Portugal,23.0,1997.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206,0,1,1,6,6,2,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,10.0,1.0,1.0,8.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,8.0,34.0,17.0,1.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Nemanja Nikolić,FW,Hungary,33.0,1987.0,2.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150,0,6,8,4,4,0,0,0,0,0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,24.0,0.0,4.0,14.0,6.0,0.0,23.0,0.0,1.0,0.0,0.0,13.0,10.0,0.0,0.0,0.0,0.0,3.0,2.0,32.0,15.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,9.0,1.0,5.0,3.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0
Boban Nikolov,DF,North,26.0,1994.0,3.0,2.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,15.3,0.0,466,146,13,16,13,14,1,3,1,1,1,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,49.0,1.0,10.0,26.0,18.0,4.0,42.0,1.0,1.0,1.0,1.0,34.0,173.0,95.0,4.0,3.0,0.0,3.0,1.0,35.0,31.0,2.0,3.0,2.0,2.0,0.0,2.0,1.0,25.0,7.0,12.0,9.0,4.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0
Kevin Nisbet,FW,Scotland,23.0,1997.0,3.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,14.8,0.0,55,1,3,5,1,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,0.0,0.0,10.0,5.0,1.0,15.0,1.0,1.0,1.0,0.0,6.0,20.0,1.0,0.0,0.0,0.0,1.0,1.0,18.0,11.0,4.0,1.0,0.0,2.0,0.0,1.0,0.0,8.0,1.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Christian Nørgaard,MF,Denmark,26.0,1994.0,5.0,0.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1490,368,45,49,35,37,8,9,1,4,1,0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,25.0,3.0,1.0,112.0,8.0,33.0,65.0,22.0,2.0,111.0,1.0,1.0,1.0,0.0,73.0,298.0,163.0,7.0,1.0,1.0,1.0,0.0,72.0,70.0,0.0,2.0,1.0,0.0,1.0,2.0,4.0,26.0,5.0,13.0,9.0,4.0,1.0,0.0,0.0,1.0,4.0,6.0,0.0
Stephen O'Donnell,DF,Scotland,28.0,1992.0,3.0,3.0,251.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,14.9,0.0,1664,597,23,24,33,53,17,26,3,5,2,1,0.0,5.0,4.0,0.0,5.0,0.0,0.0,0.0,13.0,3.0,3.0,134.0,6.0,36.0,59.0,46.0,4.0,107.0,0.0,0.0,0.0,0.0,70.0,318.0,102.0,4.0,1.0,0.0,3.0,3.0,92.0,75.0,3.0,1.0,3.0,2.0,0.0,1.0,1.0,47.0,11.0,18.0,18.0,11.0,3.0,0.0,0.0,3.0,6.0,5.0,0.0
Daniel O'Shaughnessy,DF,Finland,26.0,1994.0,3.0,3.0,270.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2384,930,41,43,45,55,26,48,3,5,2,1,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,17.0,10.0,9.0,193.0,38.0,104.0,76.0,21.0,1.0,164.0,0.0,0.0,0.0,0.0,90.0,414.0,193.0,5.0,4.0,0.0,0.0,0.0,101.0,100.0,0.0,2.0,3.0,3.0,0.0,2.0,4.0,34.0,8.0,22.0,12.0,0.0,7.0,3.0,0.0,4.0,7.0,26.0,0.0
Sérgio Oliveira,MF,Portugal,28.0,1992.0,2.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426,99,7,8,5,5,6,10,0,3,1,0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,25.0,0.0,6.0,11.0,13.0,0.0,24.0,0.0,0.0,0.0,0.0,20.0,138.0,96.0,3.0,2.0,0.0,0.0,0.0,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dani Olmo,FW,Spain,22.0,1998.0,5.0,3.0,378.0,0.0,3.0,0.0,0.0,0.0,0.0,22.0,8.0,17.9,1.0,2253,519,88,105,37,51,13,26,10,5,6,4,0.0,12.0,16.0,0.0,15.0,0.0,0.0,0.0,29.0,7.0,5.0,284.0,1.0,20.0,115.0,165.0,28.0,267.0,12.0,24.0,14.0,1.0,207.0,935.0,612.0,37.0,10.0,7.0,13.0,7.0,254.0,211.0,40.0,4.0,0.0,3.0,3.0,3.0,2.0,75.0,20.0,9.0,44.0,22.0,8.0,0.0,0.0,8.0,4.0,4.0,0.0
Kristoffer Olsson,MF,Sweden,25.0,1995.0,4.0,4.0,336.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,24.5,0.0,2531,736,58,63,56,61,19,25,0,16,2,0,0.0,5.0,4.0,0.0,2.0,0.0,0.0,0.0,41.0,1.0,2.0,190.0,9.0,35.0,117.0,51.0,1.0,190.0,3.0,4.0,3.0,0.0,128.0,711.0,356.0,11.0,4.0,1.0,5.0,4.0,129.0,121.0,8.0,1.0,2.0,1.0,1.0,2.0,2.0,63.0,14.0,21.0,29.0,13.0,6.0,1.0,0.0,5.0,11.0,5.0,0.0
Karim Onisiwo,FW,Austria,28.0,1992.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.5,0.0,9,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,1.0,3.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Willi Orban,DF,Hungary,28.0,1992.0,3.0,3.0,270.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1710,497,18,19,45,47,12,21,0,1,0,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,9.0,9.0,4.0,122.0,52.0,101.0,29.0,1.0,1.0,114.0,0.0,0.0,0.0,0.0,54.0,313.0,137.0,1.0,0.0,0.0,0.0,0.0,68.0,68.0,0.0,3.0,5.0,0.0,0.0,1.0,1.0,26.0,8.0,21.0,5.0,0.0,4.0,3.0,0.0,1.0,0.0,26.0,1.0
Mislav Oršić,FW,Croatia,28.0,1992.0,1.0,0.0,54.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,9.4,0.0,119,60,6,8,1,3,1,3,2,2,1,1,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,23.0,0.0,1.0,10.0,14.0,7.0,23.0,1.0,1.0,1.0,0.0,18.0,106.0,82.0,6.0,2.0,2.0,1.0,3.0,26.0,17.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,1.0,7.0,4.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0
