Player,Age,Born,Pos,Nation,MP,Starts,Min,Gls,Sh,SoT,Avg_Sh_Dist,FK,PK,PKatt,Cmp,Att,Pass_TD,Pass_PD,Cmp_S,Att_S,Cmp_M,Att_M,Cmp_L,Att_L,Ast,KP,Pas_A3,PPA,CrsPA,PrgP,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,PKwon,PKcon,OG,Recov,AD_Won,AD_Lost,Touches,Tch_DP,Tch_D3,Tch_M3,Tch_A3,Tch_AP,Live,TO_Att,TO_Succ,Tkld,Carries,Carries_TD,Carries_PD,PrgC,Carries_A3,CPA,Mis,Dis,Rec,PrgR,Tkl,TklW,Tkl_D3,Tkl_M3,Tkl_A3,Tkl_VD_succ,Tkl_VD_att,Tkl_VD_lost,Blocks,Blocked_shot,Blocked_pass,Int,Clr,Err
Go Yo-han,30.0,1988.0,FW,Korea,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,23.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Gonzalo Higuaín,30.0,1987.0,FW,Argentina,3.0,1.0,134.0,0.0,3.0,2.0,15.8,0.0,0.0,0.0,35.0,42.0,544.0,55.0,20.0,22.0,13.0,15.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,5.0,55.0,1.0,4.0,24.0,27.0,3.0,55.0,1.0,1.0,0.0,36.0,203.0,30.0,2.0,1.0,0.0,5.0,2.0,39.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0
Gonçalo Guedes,21.0,1996.0,FW,Portugal,4.0,3.0,243.0,0.0,5.0,2.0,20.5,0.0,0.0,0.0,52.0,64.0,658.0,147.0,30.0,32.0,15.0,21.0,2.0,2.0,1.0,3.0,4.0,1.0,0.0,7.0,0.0,0.0,0.0,3.0,6.0,2.0,2.0,0.0,0.0,0.0,10.0,4.0,6.0,89.0,1.0,8.0,42.0,40.0,5.0,89.0,4.0,2.0,2.0,70.0,497.0,294.0,7.0,6.0,0.0,4.0,8.0,77.0,18.0,5.0,2.0,1.0,3.0,1.0,2.0,6.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0
Granit Xhaka,25.0,1992.0,MF,Switzerland,4.0,4.0,360.0,1.0,4.0,1.0,31.8,0.0,0.0,0.0,314.0,349.0,6298.0,1688.0,105.0,112.0,157.0,166.0,44.0,60.0,0.0,3.0,33.0,1.0,1.0,43.0,1.0,0.0,0.0,4.0,4.0,0.0,2.0,0.0,0.0,0.0,29.0,4.0,3.0,379.0,10.0,75.0,270.0,38.0,0.0,379.0,3.0,3.0,0.0,291.0,1288.0,669.0,2.0,5.0,0.0,5.0,3.0,295.0,3.0,6.0,5.0,3.0,3.0,0.0,2.0,10.0,8.0,3.0,2.0,1.0,2.0,3.0,0.0
Grzegorz Krychowiak,28.0,1990.0,MF,Poland,3.0,3.0,270.0,1.0,2.0,1.0,7.5,0.0,0.0,0.0,148.0,180.0,2916.0,1056.0,58.0,62.0,66.0,76.0,20.0,36.0,0.0,2.0,20.0,2.0,0.0,15.0,1.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,21.0,6.0,4.0,205.0,3.0,30.0,162.0,15.0,4.0,205.0,0.0,0.0,0.0,121.0,669.0,338.0,0.0,0.0,1.0,2.0,3.0,143.0,0.0,8.0,6.0,3.0,5.0,0.0,3.0,5.0,2.0,1.0,1.0,0.0,6.0,4.0,0.0
Guillermo Varela,25.0,1993.0,DF,Uruguay,2.0,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,118.0,1515.0,420.0,68.0,71.0,31.0,35.0,5.0,7.0,0.0,2.0,6.0,3.0,1.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,8.0,1.0,3.0,132.0,2.0,26.0,78.0,29.0,1.0,132.0,1.0,1.0,0.0,68.0,298.0,156.0,1.0,1.0,0.0,5.0,1.0,90.0,10.0,5.0,4.0,3.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0
Gustav Svensson,31.0,1987.0,MF,Sweden,3.0,1.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,27.0,308.0,60.0,12.0,14.0,9.0,10.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,3.0,37.0,9.0,20.0,15.0,3.0,0.0,37.0,1.0,1.0,0.0,16.0,41.0,25.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,6.0,0.0
Gylfi Sigurðsson,28.0,1989.0,MF,Iceland,3.0,3.0,270.0,1.0,7.0,4.0,26.9,2.0,1.0,2.0,80.0,116.0,1366.0,511.0,37.0,46.0,26.0,36.0,13.0,25.0,0.0,5.0,13.0,1.0,1.0,16.0,0.0,0.0,0.0,2.0,4.0,0.0,21.0,0.0,0.0,0.0,16.0,0.0,1.0,160.0,2.0,24.0,72.0,66.0,15.0,158.0,19.0,11.0,8.0,88.0,453.0,199.0,4.0,4.0,2.0,6.0,7.0,82.0,19.0,11.0,5.0,6.0,4.0,1.0,3.0,10.0,7.0,5.0,0.0,5.0,6.0,0.0,0.0
Gōtoku Sakai,27.0,1991.0,MF,Japan,1.0,1.0,90.0,0.0,1.0,1.0,23.4,0.0,0.0,0.0,16.0,18.0,164.0,47.0,11.0,11.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,26.0,0.0,6.0,9.0,11.0,3.0,26.0,1.0,0.0,1.0,17.0,42.0,2.0,0.0,1.0,0.0,2.0,4.0,21.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Hakim Ziyech,25.0,1993.0,FW,Morocco,3.0,3.0,264.0,0.0,9.0,2.0,20.7,1.0,0.0,0.0,98.0,133.0,1762.0,586.0,44.0,49.0,26.0,33.0,16.0,31.0,0.0,6.0,15.0,2.0,1.0,17.0,0.0,0.0,0.0,8.0,3.0,0.0,17.0,0.0,0.0,0.0,23.0,1.0,1.0,179.0,3.0,14.0,86.0,82.0,6.0,179.0,9.0,2.0,7.0,88.0,473.0,206.0,5.0,10.0,1.0,8.0,7.0,113.0,14.0,6.0,3.0,2.0,2.0,2.0,1.0,4.0,3.0,5.0,0.0,5.0,4.0,0.0,0.0
Hamdi Nagguez,25.0,1992.0,DF,Tunisia,2.0,1.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,104.0,1330.0,404.0,39.0,43.0,37.0,47.0,5.0,8.0,1.0,3.0,8.0,2.0,0.0,11.0,0.0,0.0,0.0,3.0,2.0,0.0,8.0,0.0,0.0,0.0,7.0,3.0,2.0,117.0,3.0,24.0,56.0,37.0,2.0,117.0,5.0,4.0,1.0,57.0,399.0,281.0,10.0,7.0,0.0,2.0,1.0,78.0,12.0,4.0,3.0,3.0,0.0,1.0,2.0,4.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0
Haris Seferović,26.0,1992.0,FW,Switzerland,3.0,2.0,142.0,0.0,1.0,1.0,8.9,0.0,0.0,0.0,11.0,22.0,190.0,11.0,3.0,7.0,4.0,8.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,29.0,5.0,5.0,8.0,16.0,2.0,29.0,0.0,0.0,0.0,18.0,43.0,9.0,0.0,1.0,0.0,2.0,0.0,21.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0
Harold Cummings,26.0,1992.0,DF,Panama,1.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,15.0,239.0,106.0,5.0,5.0,5.0,5.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,20.0,2.0,11.0,9.0,0.0,0.0,20.0,1.0,0.0,1.0,8.0,34.0,11.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0
Harry Kane,24.0,1993.0,FW,England,6.0,6.0,572.0,6.0,11.0,3.0,19.0,0.0,3.0,3.0,105.0,153.0,1588.0,458.0,55.0,75.0,27.0,38.0,10.0,20.0,0.0,4.0,16.0,7.0,0.0,19.0,0.0,0.0,0.0,4.0,21.0,4.0,0.0,1.0,0.0,0.0,21.0,28.0,21.0,197.0,1.0,5.0,82.0,112.0,17.0,194.0,4.0,2.0,2.0,117.0,584.0,248.0,6.0,9.0,1.0,8.0,7.0,158.0,20.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,3.0,0.0,3.0,3.0,1.0,0.0
Harry Maguire,25.0,1993.0,DF,England,7.0,6.0,645.0,1.0,11.0,3.0,11.8,0.0,0.0,0.0,388.0,439.0,6230.0,1962.0,205.0,221.0,125.0,140.0,38.0,50.0,1.0,6.0,18.0,2.0,0.0,26.0,2.0,0.0,0.0,7.0,6.0,0.0,1.0,0.0,0.0,0.0,31.0,41.0,12.0,502.0,26.0,143.0,304.0,61.0,23.0,502.0,8.0,5.0,3.0,331.0,1812.0,1016.0,16.0,15.0,0.0,6.0,2.0,359.0,5.0,7.0,4.0,0.0,7.0,0.0,3.0,7.0,4.0,8.0,5.0,3.0,4.0,18.0,0.0
Hattan Bahebri,25.0,1992.0,MF,Saudi,3.0,2.0,155.0,0.0,7.0,3.0,21.0,0.0,0.0,0.0,56.0,70.0,648.0,111.0,44.0,49.0,8.0,11.0,1.0,5.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,84.0,1.0,6.0,29.0,50.0,7.0,84.0,3.0,2.0,1.0,55.0,337.0,141.0,3.0,5.0,1.0,3.0,4.0,66.0,17.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Henrik Dalsgaard,28.0,1989.0,DF,Denmark,4.0,4.0,390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,193.0,2595.0,1049.0,49.0,63.0,68.0,91.0,14.0,29.0,0.0,2.0,12.0,2.0,1.0,18.0,0.0,0.0,0.0,8.0,1.0,0.0,5.0,0.0,0.0,0.0,14.0,15.0,8.0,238.0,18.0,72.0,129.0,38.0,0.0,238.0,2.0,1.0,1.0,86.0,324.0,178.0,4.0,3.0,0.0,1.0,0.0,98.0,11.0,11.0,10.0,8.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,4.0,23.0,0.0
Hiroki Sakai,28.0,1990.0,DF,Japan,4.0,4.0,360.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,137.0,192.0,1957.0,738.0,76.0,86.0,47.0,64.0,7.0,23.0,0.0,2.0,10.0,2.0,2.0,15.0,0.0,0.0,0.0,0.0,4.0,1.0,8.0,0.0,0.0,0.0,14.0,15.0,11.0,233.0,12.0,54.0,133.0,49.0,5.0,233.0,4.0,2.0,2.0,98.0,499.0,282.0,6.0,5.0,1.0,6.0,1.0,137.0,16.0,8.0,3.0,6.0,2.0,0.0,5.0,8.0,3.0,1.0,1.0,0.0,6.0,12.0,0.0
Hirving Lozano,22.0,1995.0,FW,Mexico,4.0,4.0,315.0,1.0,13.0,2.0,18.7,0.0,0.0,0.0,73.0,89.0,1010.0,195.0,48.0,54.0,22.0,25.0,2.0,5.0,1.0,6.0,5.0,4.0,0.0,11.0,0.0,0.0,0.0,6.0,14.0,1.0,5.0,0.0,0.0,0.0,12.0,2.0,4.0,145.0,1.0,13.0,54.0,82.0,18.0,145.0,22.0,14.0,8.0,115.0,944.0,507.0,19.0,12.0,9.0,7.0,7.0,111.0,43.0,7.0,3.0,3.0,4.0,0.0,0.0,4.0,4.0,4.0,0.0,4.0,5.0,1.0,0.0
Hong Chul,27.0,1990.0,DF,Korea,2.0,1.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,34.0,385.0,197.0,9.0,9.0,11.0,16.0,1.0,7.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,48.0,11.0,28.0,16.0,4.0,0.0,48.0,2.0,1.0,1.0,19.0,72.0,31.0,0.0,0.0,0.0,0.0,1.0,20.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,9.0,0.0
Hotaru Yamaguchi,27.0,1990.0,MF,Japan,3.0,1.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,100.0,1349.0,424.0,52.0,54.0,33.0,36.0,3.0,4.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,5.0,104.0,2.0,13.0,90.0,3.0,0.0,104.0,0.0,0.0,0.0,54.0,169.0,87.0,0.0,0.0,0.0,1.0,0.0,87.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0
Hugo Ayala,31.0,1987.0,DF,Mexico,2.0,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,67.0,1351.0,485.0,12.0,12.0,36.0,39.0,10.0,14.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,3.0,90.0,14.0,56.0,33.0,1.0,1.0,90.0,0.0,0.0,0.0,44.0,237.0,168.0,0.0,0.0,0.0,1.0,0.0,50.0,0.0,4.0,3.0,3.0,1.0,0.0,0.0,3.0,3.0,2.0,1.0,1.0,4.0,12.0,0.0
Hussain Al Moqahwi,30.0,1988.0,MF,Saudi,2.0,1.0,137.0,0.0,5.0,1.0,20.4,0.0,0.0,0.0,102.0,109.0,1670.0,254.0,50.0,52.0,40.0,42.0,10.0,12.0,0.0,2.0,12.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,1.0,126.0,1.0,7.0,76.0,45.0,4.0,126.0,1.0,0.0,1.0,90.0,564.0,336.0,6.0,6.0,0.0,1.0,1.0,108.0,7.0,4.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,3.0,2.0,1.0,0.0
Hwang Hee-chan,22.0,1996.0,FW,Korea,3.0,2.0,203.0,0.0,2.0,1.0,15.9,0.0,0.0,0.0,22.0,36.0,279.0,92.0,13.0,15.0,4.0,9.0,2.0,3.0,0.0,2.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,5.0,68.0,2.0,14.0,25.0,31.0,9.0,68.0,13.0,7.0,6.0,43.0,374.0,161.0,8.0,4.0,4.0,7.0,1.0,40.0,6.0,7.0,7.0,3.0,3.0,1.0,2.0,7.0,5.0,3.0,0.0,3.0,3.0,2.0,0.0
Héctor Herrera,28.0,1990.0,MF,Mexico,4.0,4.0,360.0,0.0,5.0,2.0,23.9,0.0,0.0,0.0,186.0,217.0,3408.0,978.0,89.0,100.0,70.0,76.0,24.0,29.0,0.0,2.0,31.0,5.0,2.0,30.0,2.0,0.0,0.0,15.0,6.0,1.0,6.0,0.0,0.0,0.0,20.0,3.0,2.0,276.0,8.0,42.0,166.0,71.0,4.0,276.0,15.0,8.0,7.0,168.0,934.0,448.0,8.0,10.0,1.0,10.0,6.0,208.0,11.0,15.0,9.0,8.0,7.0,0.0,2.0,10.0,8.0,11.0,2.0,9.0,4.0,2.0,0.0
Héctor Moreno,30.0,1988.0,DF,Mexico,3.0,3.0,270.0,0.0,2.0,1.0,9.4,0.0,0.0,0.0,125.0,146.0,2510.0,844.0,37.0,41.0,75.0,80.0,13.0,24.0,0.0,2.0,10.0,0.0,0.0,17.0,2.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,8.0,7.0,4.0,163.0,11.0,62.0,97.0,6.0,3.0,163.0,0.0,0.0,0.0,96.0,616.0,457.0,4.0,1.0,0.0,0.0,0.0,110.0,0.0,4.0,4.0,4.0,0.0,0.0,3.0,3.0,0.0,2.0,2.0,0.0,3.0,6.0,0.0
Hörður Magnússon,25.0,1993.0,DF,Iceland,3.0,3.0,270.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,42.0,97.0,695.0,277.0,23.0,38.0,12.0,25.0,6.0,29.0,0.0,0.0,5.0,1.0,0.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,1.0,0.0,12.0,11.0,9.0,135.0,17.0,49.0,60.0,27.0,4.0,135.0,2.0,2.0,0.0,58.0,253.0,126.0,2.0,2.0,0.0,4.0,1.0,60.0,8.0,4.0,4.0,1.0,2.0,1.0,2.0,4.0,2.0,5.0,4.0,1.0,3.0,18.0,0.0
Iago Aspas,30.0,1987.0,FW,Spain,3.0,0.0,72.0,1.0,5.0,3.0,13.0,0.0,0.0,0.0,22.0,30.0,253.0,63.0,13.0,18.0,6.0,8.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,40.0,1.0,2.0,13.0,26.0,10.0,40.0,0.0,0.0,0.0,28.0,119.0,69.0,1.0,1.0,1.0,1.0,3.0,28.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Ian Smith,20.0,1998.0,DF,Costa,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,14.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Idrissa Gana Gueye,28.0,1989.0,MF,Senegal,3.0,3.0,270.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,125.0,145.0,1953.0,576.0,68.0,70.0,43.0,51.0,9.0,16.0,0.0,0.0,16.0,0.0,0.0,17.0,1.0,0.0,0.0,6.0,2.0,0.0,2.0,0.0,0.0,0.0,24.0,5.0,1.0,166.0,2.0,37.0,109.0,23.0,0.0,166.0,1.0,0.0,1.0,84.0,517.0,279.0,5.0,0.0,0.0,3.0,1.0,109.0,1.0,7.0,7.0,4.0,3.0,0.0,5.0,6.0,1.0,5.0,0.0,5.0,2.0,3.0,0.0
Igor Smolnikov,29.0,1988.0,DF,Russia,1.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,148.0,75.0,6.0,6.0,4.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,17.0,0.0,3.0,11.0,3.0,0.0,17.0,0.0,0.0,0.0,11.0,100.0,63.0,1.0,1.0,0.0,1.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Ilya Kutepov,24.0,1993.0,DF,Russia,5.0,5.0,510.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,118.0,168.0,2817.0,1099.0,38.0,49.0,53.0,67.0,26.0,48.0,1.0,1.0,11.0,1.0,1.0,13.0,1.0,0.0,0.0,5.0,2.0,0.0,2.0,0.0,0.0,0.0,18.0,17.0,10.0,234.0,46.0,128.0,104.0,4.0,1.0,234.0,0.0,0.0,0.0,109.0,339.0,145.0,2.0,1.0,0.0,2.0,1.0,112.0,0.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,8.0,6.0,2.0,13.0,36.0,0.0
Isaac Kiese Thelin,25.0,1992.0,FW,Sweden,4.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,125.0,46.0,5.0,7.0,3.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,23.0,2.0,6.0,11.0,6.0,2.0,23.0,1.0,0.0,1.0,13.0,71.0,54.0,1.0,1.0,0.0,3.0,0.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
Isco,26.0,1992.0,FW,Spain,4.0,4.0,390.0,1.0,9.0,3.0,19.9,1.0,0.0,0.0,426.0,489.0,6199.0,1177.0,253.0,267.0,120.0,141.0,32.0,46.0,0.0,9.0,23.0,10.0,2.0,35.0,0.0,0.0,0.0,1.0,19.0,3.0,33.0,0.0,0.0,0.0,14.0,4.0,3.0,532.0,1.0,22.0,230.0,284.0,17.0,532.0,31.0,23.0,8.0,457.0,2848.0,1481.0,41.0,52.0,7.0,8.0,11.0,489.0,58.0,5.0,2.0,2.0,0.0,3.0,2.0,4.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0
Ismael Díaz,21.0,1997.0,MF,Panama,1.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,53.0,17.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,1.0,9.0,3.0,0.0,12.0,3.0,1.0,2.0,6.0,49.0,14.0,1.0,0.0,0.0,5.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ismaila Sarr,20.0,1998.0,MF,Senegal,3.0,3.0,270.0,0.0,3.0,2.0,15.2,0.0,0.0,0.0,50.0,70.0,643.0,333.0,36.0,41.0,11.0,16.0,2.0,6.0,0.0,1.0,5.0,3.0,0.0,6.0,0.0,0.0,0.0,4.0,6.0,1.0,8.0,0.0,0.0,0.0,12.0,4.0,4.0,99.0,2.0,16.0,36.0,51.0,7.0,99.0,12.0,5.0,7.0,63.0,717.0,416.0,16.0,9.0,6.0,6.0,0.0,79.0,24.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0
Ivan Perišić,29.0,1989.0,MF,Croatia,7.0,7.0,629.0,3.0,22.0,4.0,17.6,2.0,0.0,0.0,136.0,210.0,2181.0,562.0,74.0,95.0,41.0,59.0,13.0,31.0,1.0,7.0,11.0,6.0,3.0,12.0,0.0,0.0,0.0,4.0,5.0,3.0,30.0,0.0,1.0,0.0,19.0,12.0,19.0,278.0,11.0,38.0,113.0,131.0,30.0,278.0,11.0,5.0,6.0,154.0,1113.0,623.0,25.0,16.0,8.0,5.0,5.0,200.0,58.0,9.0,6.0,3.0,5.0,1.0,2.0,12.0,10.0,6.0,2.0,4.0,4.0,7.0,0.0
Ivan Rakitić,30.0,1988.0,MF,Croatia,7.0,6.0,640.0,1.0,15.0,4.0,23.9,3.0,0.0,0.0,366.0,444.0,7046.0,2074.0,157.0,171.0,137.0,159.0,62.0,89.0,0.0,10.0,49.0,9.0,1.0,55.0,1.0,0.0,0.0,9.0,20.0,1.0,13.0,0.0,0.0,0.0,44.0,12.0,12.0,510.0,11.0,91.0,320.0,106.0,7.0,510.0,15.0,11.0,4.0,317.0,1636.0,884.0,14.0,14.0,1.0,9.0,9.0,366.0,23.0,12.0,3.0,5.0,6.0,1.0,4.0,10.0,6.0,6.0,2.0,4.0,3.0,10.0,0.0
Ivan Strinić,30.0,1987.0,DF,Croatia,6.0,6.0,508.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.0,310.0,3289.0,1281.0,140.0,159.0,73.0,101.0,8.0,23.0,0.0,4.0,15.0,4.0,1.0,18.0,1.0,0.0,0.0,10.0,8.0,0.0,11.0,0.0,0.0,0.0,36.0,11.0,12.0,374.0,12.0,115.0,180.0,82.0,4.0,374.0,8.0,4.0,4.0,188.0,1046.0,630.0,14.0,15.0,2.0,9.0,1.0,204.0,19.0,12.0,5.0,6.0,5.0,1.0,5.0,16.0,11.0,4.0,1.0,3.0,5.0,22.0,0.0
Jacek Góralski,25.0,1992.0,MF,Poland,2.0,2.0,180.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,58.0,72.0,987.0,168.0,30.0,35.0,16.0,19.0,9.0,12.0,0.0,0.0,5.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,6.0,94.0,2.0,16.0,74.0,4.0,0.0,94.0,0.0,0.0,0.0,47.0,215.0,73.0,2.0,0.0,0.0,0.0,2.0,54.0,0.0,11.0,9.0,5.0,6.0,0.0,3.0,6.0,3.0,4.0,1.0,3.0,2.0,2.0,0.0
Jackson Irvine,25.0,1993.0,FW,Australia,3.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,16.0,116.0,60.0,4.0,8.0,3.0,4.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,23.0,0.0,4.0,12.0,7.0,1.0,23.0,1.0,1.0,0.0,8.0,17.0,8.0,0.0,0.0,0.0,2.0,0.0,10.0,1.0,3.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0
Jakub Błaszczykowski,32.0,1985.0,FW,Poland,1.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,99.0,2.0,2.0,4.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,14.0,0.0,3.0,7.0,4.0,0.0,14.0,0.0,0.0,0.0,10.0,34.0,7.0,0.0,0.0,0.0,1.0,0.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
