Player,Pos,Nation,Age,Born,MP,Starts,Min,Gls,Sh,SoT,Avg_Sh_Dist,FK,PK,PKatt,Cmp,Att,Pass_TD,Pass_PD,Cmp_S,Att_S,Cmp_M,Att_M,Cmp_L,Att_L,Ast,KP,Pas_A3,PPA,CrsPA,PrgP,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,PKwon,PKcon,OG,Recov,AD_Won,AD_Lost,Touches,Tch_DP,Tch_D3,Tch_M3,Tch_A3,Tch_AP,Live,TO_Att,TO_Succ,Tkld,Carries,Carries_TD,Carries_PD,PrgC,Carries_A3,CPA,Mis,Dis,Rec,PrgR,Tkl,TklW,Tkl_D3,Tkl_M3,Tkl_A3,Tkl_VD_succ,Tkl_VD_att,Tkl_VD_lost,Blocks,Blocked_shot,Blocked_pass,Int,Clr,Err
Phil Foden,FW,England,20.0,2000.0,3.0,2.0,158.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,64.0,76.0,958.0,112.0,32.0,33.0,25.0,31.0,3.0,6.0,0.0,3.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,2.0,1.0,4.0,0.0,0.0,0.0,6.0,1.0,2.0,87.0,0.0,8.0,29.0,51.0,7.0,87.0,5.0,3.0,2.0,60.0,246.0,110.0,3.0,1.0,2.0,2.0,3.0,75.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Forrest,DF,Scotland,29.0,1991.0,1.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,46.0,23.0,4.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,8.0,1.0,1.0,4.0,3.0,2.0,8.0,2.0,2.0,0.0,6.0,66.0,57.0,1.0,1.0,1.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emil Forsberg,MF,Sweden,29.0,1991.0,4.0,4.0,369.0,4.0,13.0,3.0,20.2,0.0,1.0,1.0,117.0,147.0,1794.0,464.0,63.0,69.0,41.0,50.0,8.0,19.0,0.0,5.0,13.0,5.0,0.0,17.0,1.0,0.0,0.0,5.0,3.0,0.0,12.0,0.0,0.0,0.0,17.0,1.0,1.0,192.0,3.0,16.0,85.0,95.0,10.0,191.0,13.0,10.0,3.0,123.0,778.0,309.0,7.0,9.0,1.0,9.0,4.0,128.0,21.0,3.0,1.0,3.0,0.0,0.0,3.0,4.0,1.0,5.0,0.0,5.0,3.0,4.0,0.0
Marcus Forss,FW,Finland,21.0,1999.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,4.0,1.0,0.0,5.0,0.0,0.0,0.0,3.0,29.0,0.0,1.0,0.0,0.0,2.0,2.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Przemysław Frankowski,DF,Poland,25.0,1995.0,3.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,50.0,638.0,185.0,20.0,23.0,15.0,16.0,4.0,5.0,1.0,5.0,0.0,5.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,3.0,0.0,2.0,54.0,0.0,6.0,13.0,35.0,5.0,54.0,0.0,0.0,0.0,27.0,183.0,134.0,6.0,2.0,1.0,0.0,0.0,33.0,8.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Ryan Fraser,MF,Scotland,26.0,1994.0,2.0,0.0,45.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0,19.0,260.0,79.0,5.0,6.0,6.0,8.0,2.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,2.0,24.0,0.0,1.0,9.0,15.0,2.0,24.0,0.0,0.0,0.0,18.0,149.0,105.0,4.0,3.0,2.0,1.0,0.0,17.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Remo Freuler,MF,Switzerland,28.0,1992.0,5.0,5.0,459.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.0,253.0,3658.0,1031.0,123.0,132.0,85.0,89.0,15.0,24.0,1.0,5.0,20.0,4.0,0.0,28.0,0.0,1.0,0.0,7.0,6.0,0.0,3.0,0.0,0.0,0.0,19.0,7.0,1.0,296.0,10.0,58.0,193.0,46.0,6.0,296.0,4.0,4.0,0.0,146.0,648.0,309.0,5.0,4.0,1.0,5.0,6.0,212.0,13.0,10.0,5.0,6.0,3.0,1.0,3.0,11.0,8.0,6.0,2.0,4.0,7.0,7.0,0.0
Cody Gakpo,MF,Netherlands,21.0,1999.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,68.0,26.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,3.0,3.0,5.0,2.0,11.0,1.0,1.0,0.0,5.0,33.0,15.0,1.0,0.0,1.0,0.0,0.0,8.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Eric García,DF,Spain,20.0,2001.0,3.0,3.0,248.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,280.0,293.0,5353.0,1370.0,82.0,85.0,176.0,180.0,19.0,25.0,0.0,0.0,13.0,0.0,0.0,26.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,302.0,11.0,69.0,229.0,6.0,1.0,302.0,1.0,1.0,0.0,219.0,1449.0,967.0,1.0,3.0,0.0,1.0,0.0,256.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,4.0,2.0,0.0
Mario Gavranović,FW,Switzerland,31.0,1989.0,5.0,0.0,155.0,1.0,1.0,1.0,18.1,0.0,0.0,0.0,25.0,35.0,293.0,69.0,22.0,25.0,3.0,6.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,4.0,2.0,5.0,1.0,0.0,0.0,0.0,1.0,2.0,6.0,49.0,1.0,4.0,27.0,18.0,4.0,49.0,5.0,2.0,3.0,24.0,98.0,46.0,4.0,1.0,3.0,5.0,3.0,40.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0
Billy Gilmour,MF,Scotland,19.0,2001.0,1.0,1.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,45.0,685.0,131.0,18.0,20.0,19.0,20.0,3.0,5.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,1.0,48.0,0.0,6.0,34.0,8.0,1.0,48.0,0.0,0.0,0.0,31.0,188.0,96.0,0.0,2.0,0.0,0.0,2.0,38.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,5.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0
Matthias Ginter,DF,Germany,27.0,1994.0,4.0,4.0,344.0,0.0,1.0,1.0,8.8,0.0,0.0,0.0,271.0,309.0,4570.0,1328.0,116.0,119.0,132.0,149.0,16.0,30.0,0.0,1.0,26.0,2.0,1.0,19.0,2.0,0.0,0.0,4.0,2.0,0.0,11.0,0.0,0.0,0.0,18.0,9.0,2.0,331.0,14.0,98.0,180.0,53.0,3.0,331.0,1.0,0.0,1.0,238.0,734.0,358.0,1.0,8.0,0.0,0.0,0.0,269.0,14.0,6.0,6.0,2.0,4.0,0.0,4.0,4.0,0.0,4.0,1.0,3.0,3.0,5.0,0.0
Olivier Giroud,FW,France,34.0,1986.0,2.0,0.0,42.0,0.0,2.0,1.0,13.0,0.0,0.0,0.0,7.0,10.0,95.0,26.0,5.0,5.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,17.0,0.0,1.0,5.0,11.0,4.0,17.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
Kamil Glik,DF,Poland,32.0,1988.0,3.0,3.0,270.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,122.0,148.0,2463.0,815.0,27.0,34.0,85.0,95.0,9.0,16.0,0.0,1.0,6.0,0.0,0.0,7.0,1.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0,20.0,1.0,177.0,24.0,84.0,89.0,4.0,3.0,177.0,0.0,0.0,0.0,80.0,323.0,181.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,4.0,2.0,2.0,6.0,15.0,0.0
Serge Gnabry,FW,Germany,25.0,1995.0,4.0,3.0,249.0,0.0,4.0,1.0,14.0,0.0,0.0,0.0,60.0,78.0,732.0,60.0,44.0,52.0,11.0,14.0,2.0,5.0,0.0,1.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,9.0,1.0,5.0,104.0,1.0,5.0,43.0,58.0,11.0,104.0,12.0,5.0,7.0,57.0,285.0,143.0,5.0,4.0,1.0,4.0,3.0,68.0,16.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Aleksandr Golovin,MF,Russia,24.0,1996.0,3.0,3.0,270.0,0.0,5.0,1.0,20.7,0.0,0.0,0.0,96.0,131.0,1524.0,398.0,50.0,59.0,29.0,37.0,11.0,20.0,0.0,3.0,7.0,5.0,3.0,9.0,0.0,0.0,0.0,4.0,5.0,1.0,18.0,0.0,0.0,0.0,17.0,1.0,4.0,161.0,0.0,11.0,67.0,85.0,7.0,161.0,8.0,5.0,3.0,106.0,717.0,303.0,10.0,10.0,4.0,9.0,5.0,101.0,15.0,4.0,4.0,1.0,2.0,1.0,3.0,5.0,2.0,4.0,0.0,4.0,1.0,0.0,0.0
Leon Goretzka,MF,Germany,25.0,1995.0,3.0,1.0,141.0,1.0,5.0,2.0,19.6,0.0,0.0,0.0,68.0,75.0,1035.0,293.0,34.0,37.0,26.0,28.0,5.0,6.0,0.0,1.0,6.0,0.0,0.0,9.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,2.0,90.0,5.0,14.0,57.0,20.0,7.0,90.0,3.0,1.0,2.0,58.0,320.0,200.0,5.0,3.0,1.0,1.0,0.0,65.0,4.0,2.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,2.0,0.0,2.0,1.0,2.0,0.0
Robin Gosens,DF,Germany,26.0,1994.0,4.0,4.0,317.0,1.0,5.0,4.0,10.9,0.0,0.0,0.0,155.0,193.0,2257.0,492.0,96.0,104.0,47.0,61.0,7.0,14.0,1.0,5.0,6.0,6.0,2.0,9.0,1.0,0.0,0.0,3.0,1.0,0.0,7.0,0.0,0.0,0.0,17.0,4.0,1.0,218.0,1.0,54.0,68.0,96.0,10.0,218.0,1.0,0.0,1.0,134.0,449.0,216.0,8.0,6.0,0.0,5.0,1.0,157.0,43.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,3.0,4.0,6.0,0.0
Ryan Gravenberch,MF,Netherlands,18.0,2002.0,2.0,1.0,107.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,81.0,96.0,1152.0,340.0,49.0,54.0,26.0,29.0,4.0,6.0,0.0,1.0,10.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,117.0,2.0,16.0,68.0,33.0,5.0,117.0,4.0,3.0,1.0,69.0,429.0,248.0,9.0,3.0,2.0,3.0,0.0,86.0,8.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,5.0,1.0,4.0,5.0,1.0,0.0
Jack Grealish,FW,England,25.0,1995.0,5.0,1.0,176.0,0.0,2.0,1.0,18.1,0.0,0.0,0.0,63.0,76.0,829.0,184.0,35.0,39.0,23.0,27.0,0.0,1.0,2.0,3.0,5.0,6.0,0.0,16.0,0.0,0.0,0.0,4.0,11.0,0.0,2.0,0.0,0.0,0.0,10.0,3.0,3.0,94.0,1.0,8.0,39.0,48.0,13.0,94.0,6.0,5.0,1.0,62.0,606.0,322.0,18.0,4.0,7.0,4.0,1.0,76.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Michael Gregoritsch,FW,Austria,26.0,1994.0,3.0,1.0,109.0,1.0,3.0,2.0,13.0,0.0,0.0,0.0,22.0,28.0,294.0,37.0,15.0,17.0,7.0,10.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,3.0,40.0,2.0,5.0,16.0,19.0,5.0,40.0,0.0,0.0,0.0,13.0,30.0,13.0,1.0,1.0,0.0,4.0,1.0,30.0,8.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0
Ján Greguš,MF,Slovakia,30.0,1991.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,23.0,13.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antoine Griezmann,MF,France,29.0,1991.0,4.0,4.0,353.0,1.0,7.0,3.0,17.5,0.0,0.0,0.0,158.0,197.0,3034.0,790.0,64.0,75.0,67.0,76.0,26.0,40.0,0.0,10.0,21.0,5.0,0.0,34.0,1.0,0.0,0.0,2.0,5.0,2.0,19.0,0.0,0.0,0.0,8.0,2.0,6.0,224.0,4.0,26.0,100.0,100.0,4.0,224.0,3.0,3.0,0.0,100.0,515.0,228.0,5.0,6.0,0.0,3.0,6.0,171.0,24.0,7.0,7.0,3.0,3.0,1.0,2.0,4.0,2.0,6.0,0.0,6.0,2.0,3.0,0.0
Florian Grillitsch,MF,Austria,25.0,1995.0,3.0,2.0,225.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,143.0,164.0,2760.0,768.0,40.0,43.0,87.0,93.0,15.0,21.0,0.0,0.0,15.0,4.0,0.0,14.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,22.0,1.0,2.0,191.0,12.0,52.0,124.0,15.0,1.0,191.0,2.0,2.0,0.0,114.0,697.0,291.0,5.0,2.0,1.0,1.0,1.0,137.0,1.0,3.0,2.0,1.0,2.0,0.0,1.0,4.0,3.0,5.0,3.0,2.0,7.0,2.0,0.0
Raphaël Guerreiro,DF,Portugal,27.0,1993.0,4.0,4.0,360.0,1.0,3.0,1.0,22.0,0.0,0.0,0.0,243.0,275.0,3755.0,1150.0,127.0,130.0,90.0,106.0,16.0,23.0,0.0,4.0,16.0,4.0,2.0,15.0,0.0,0.0,0.0,2.0,0.0,0.0,11.0,0.0,0.0,1.0,18.0,0.0,4.0,306.0,5.0,76.0,134.0,96.0,3.0,306.0,6.0,3.0,3.0,167.0,952.0,620.0,9.0,10.0,0.0,6.0,1.0,214.0,17.0,7.0,5.0,3.0,2.0,2.0,4.0,6.0,2.0,3.0,0.0,3.0,1.0,2.0,0.0
İlkay Gündoğan,MF,Germany,30.0,1990.0,3.0,3.0,219.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,174.0,187.0,2925.0,561.0,87.0,96.0,72.0,73.0,13.0,14.0,0.0,1.0,20.0,0.0,0.0,18.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,201.0,0.0,19.0,147.0,35.0,2.0,201.0,0.0,0.0,0.0,143.0,574.0,253.0,3.0,2.0,0.0,1.0,1.0,162.0,3.0,6.0,3.0,1.0,3.0,2.0,3.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
Chris Gunter,DF,Wales,31.0,1989.0,1.0,1.0,90.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,31.0,433.0,113.0,7.0,7.0,16.0,18.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,9.0,25.0,11.0,1.0,1.0,37.0,0.0,0.0,0.0,25.0,168.0,76.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
Joško Gvardiol,DF,Croatia,19.0,2002.0,4.0,4.0,369.0,0.0,3.0,3.0,15.8,0.0,0.0,0.0,171.0,206.0,2485.0,957.0,103.0,113.0,46.0,52.0,14.0,24.0,0.0,2.0,5.0,6.0,2.0,14.0,0.0,0.0,0.0,4.0,5.0,0.0,6.0,0.0,0.0,0.0,25.0,1.0,3.0,256.0,19.0,85.0,125.0,50.0,4.0,256.0,7.0,5.0,2.0,153.0,1030.0,634.0,14.0,10.0,2.0,3.0,3.0,152.0,12.0,5.0,3.0,3.0,2.0,0.0,3.0,5.0,2.0,10.0,2.0,8.0,5.0,13.0,1.0
Marcel Halstenberg,DF,Germany,29.0,1991.0,1.0,0.0,28.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0,139.0,29.0,3.0,3.0,4.0,6.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,14.0,1.0,6.0,5.0,3.0,1.0,14.0,0.0,0.0,0.0,4.0,24.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0
Marek Hamšík,MF,Slovakia,33.0,1987.0,3.0,3.0,255.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,136.0,159.0,2615.0,569.0,61.0,68.0,49.0,59.0,24.0,26.0,1.0,3.0,8.0,1.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,14.0,2.0,2.0,169.0,1.0,30.0,110.0,30.0,6.0,169.0,2.0,1.0,1.0,113.0,411.0,226.0,7.0,5.0,1.0,3.0,0.0,131.0,8.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0
Dávid Hancko,DF,Slovakia,23.0,1997.0,1.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,137.0,90.0,6.0,6.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,14.0,0.0,5.0,6.0,5.0,4.0,14.0,0.0,0.0,0.0,7.0,68.0,64.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grant Hanley,DF,Scotland,29.0,1991.0,3.0,3.0,212.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,89.0,108.0,1600.0,452.0,36.0,40.0,48.0,55.0,4.0,9.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,12.0,4.0,133.0,12.0,69.0,54.0,10.0,5.0,133.0,1.0,1.0,0.0,64.0,146.0,49.0,0.0,1.0,0.0,1.0,0.0,70.0,0.0,4.0,2.0,4.0,0.0,0.0,2.0,5.0,3.0,6.0,3.0,3.0,2.0,9.0,0.0
Lukáš Haraslín,FW,Slovakia,24.0,1996.0,3.0,2.0,180.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,28.0,39.0,398.0,58.0,21.0,25.0,6.0,10.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,1.0,1.0,0.0,0.0,0.0,9.0,1.0,3.0,62.0,4.0,19.0,27.0,16.0,5.0,62.0,5.0,2.0,3.0,34.0,145.0,59.0,2.0,0.0,2.0,3.0,1.0,39.0,10.0,4.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,3.0,0.0,3.0,2.0,1.0,0.0
Ferhan Hasani,MF,N.,30.0,1990.0,1.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,89.0,49.0,3.0,3.0,1.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,10.0,0.0,0.0,6.0,4.0,0.0,10.0,0.0,0.0,0.0,6.0,51.0,26.0,0.0,1.0,0.0,1.0,1.0,6.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Kai Havertz,MF,Germany,21.0,1999.0,4.0,4.0,301.0,2.0,11.0,5.0,14.2,0.0,0.0,0.0,93.0,115.0,1232.0,300.0,61.0,71.0,26.0,27.0,2.0,5.0,0.0,4.0,5.0,5.0,0.0,16.0,1.0,0.0,0.0,9.0,5.0,0.0,4.0,0.0,0.0,0.0,14.0,4.0,8.0,162.0,2.0,12.0,56.0,95.0,21.0,162.0,9.0,2.0,7.0,110.0,536.0,262.0,10.0,7.0,5.0,11.0,3.0,124.0,29.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,0.0
Eden Hazard,MF,Belgium,30.0,1991.0,4.0,2.0,227.0,0.0,5.0,2.0,17.6,0.0,0.0,0.0,120.0,140.0,1740.0,361.0,80.0,91.0,32.0,35.0,6.0,8.0,1.0,2.0,8.0,3.0,0.0,15.0,0.0,0.0,0.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,13.0,2.0,2.0,170.0,0.0,11.0,82.0,81.0,7.0,170.0,16.0,11.0,5.0,113.0,738.0,382.0,10.0,10.0,1.0,8.0,4.0,149.0,24.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,3.0,0.0,3.0,1.0,0.0,0.0
Thorgan Hazard,DF,Belgium,27.0,1993.0,4.0,4.0,358.0,2.0,4.0,3.0,15.0,0.0,0.0,0.0,241.0,280.0,4015.0,753.0,118.0,132.0,91.0,102.0,22.0,27.0,0.0,1.0,8.0,0.0,0.0,10.0,1.0,0.0,0.0,11.0,2.0,0.0,5.0,0.0,0.0,0.0,24.0,4.0,7.0,320.0,12.0,87.0,168.0,66.0,8.0,320.0,3.0,3.0,0.0,171.0,628.0,313.0,9.0,6.0,2.0,4.0,2.0,213.0,28.0,13.0,7.0,8.0,4.0,1.0,6.0,14.0,8.0,7.0,1.0,6.0,5.0,6.0,0.0
Filip Helander,DF,Sweden,27.0,1993.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,30.0,15.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,2.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Jordan Henderson,MF,England,30.0,1990.0,5.0,0.0,154.0,1.0,1.0,1.0,7.8,0.0,0.0,0.0,101.0,117.0,1581.0,375.0,59.0,62.0,33.0,39.0,6.0,12.0,0.0,0.0,8.0,1.0,0.0,11.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,11.0,4.0,1.0,128.0,4.0,30.0,72.0,27.0,3.0,128.0,3.0,2.0,1.0,75.0,243.0,63.0,1.0,2.0,1.0,2.0,1.0,96.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,3.0,1.0,3.0,0.0
Jack Hendry,DF,Scotland,25.0,1995.0,1.0,1.0,66.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,20.0,26.0,389.0,168.0,6.0,6.0,13.0,15.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,30.0,2.0,13.0,13.0,4.0,0.0,30.0,0.0,0.0,0.0,21.0,79.0,30.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucas Hernández,DF,France,24.0,1996.0,2.0,2.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,85.0,992.0,304.0,42.0,44.0,26.0,31.0,1.0,7.0,0.0,0.0,6.0,0.0,0.0,5.0,1.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,98.0,6.0,32.0,55.0,11.0,1.0,98.0,2.0,1.0,1.0,44.0,197.0,84.0,1.0,0.0,0.0,2.0,0.0,61.0,4.0,2.0,0.0,1.0,1.0,0.0,2.0,4.0,2.0,1.0,0.0,1.0,1.0,4.0,0.0
Martin Hinteregger,DF,Austria,28.0,1992.0,4.0,4.0,390.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,217.0,264.0,3897.0,1327.0,81.0,88.0,120.0,137.0,14.0,32.0,0.0,0.0,16.0,2.0,0.0,17.0,1.0,0.0,0.0,7.0,3.0,0.0,2.0,0.0,0.0,0.0,23.0,4.0,7.0,298.0,21.0,112.0,161.0,25.0,3.0,298.0,1.0,0.0,1.0,166.0,1058.0,620.0,11.0,8.0,0.0,0.0,1.0,207.0,3.0,9.0,5.0,6.0,2.0,1.0,5.0,6.0,1.0,4.0,3.0,1.0,6.0,5.0,0.0
